,Date,Position,PnL,Return
2021-11-02,2021-11-02,-14.0,66.29974365234375,0.0006629974365234375
2021-11-03,2021-11-03,-14.0,436.9403076171875,0.004369403076171875
2021-11-04,2021-11-04,-14.0,-21.0,-0.00021
2021-11-05,2021-11-05,-14.0,113.539794921875,0.00113539794921875
2021-11-08,2021-11-08,-13.0,-77.2802734375,-0.000772802734375
2021-11-09,2021-11-09,-13.0,11.1798095703125,0.000111798095703125
2021-11-10,2021-11-10,-13.0,-181.08990478515625,-0.0018108990478515625
2021-11-11,2021-11-11,-13.0,113.23028564453125,0.0011323028564453124
2021-11-12,2021-11-12,0.0,116.08990478515625,0.0011608990478515625
2021-11-15,2021-11-15,0.0,-0.0,-0.0
2021-11-16,2021-11-16,0.0,0.0,0.0
2021-11-17,2021-11-17,0.0,0.0,0.0
2021-11-18,2021-11-18,0.0,0.0,0.0
2021-11-19,2021-11-19,0.0,-0.0,-0.0
2021-11-22,2021-11-22,0.0,0.0,0.0
2021-11-23,2021-11-23,0.0,0.0,0.0
2021-11-24,2021-11-24,0.0,0.0,0.0
2021-11-26,2021-11-26,0.0,0.0,0.0
2021-11-29,2021-11-29,0.0,0.0,0.0
2021-11-30,2021-11-30,0.0,0.0,0.0
2021-12-01,2021-12-01,0.0,0.0,0.0
2021-12-02,2021-12-02,0.0,-0.0,-0.0
2021-12-03,2021-12-03,-15.0,-0.0,-0.0
2021-12-06,2021-12-06,-15.0,-28.3502197265625,-0.000283502197265625
2021-12-07,2021-12-07,-15.0,114.1497802734375,0.001141497802734375
2021-12-08,2021-12-08,-15.0,-133.0499267578125,-0.001330499267578125
2021-12-09,2021-12-09,0.0,-48.900146484375,-0.00048900146484375
2021-12-10,2021-12-10,0.0,-0.0,-0.0
2021-12-13,2021-12-13,0.0,-0.0,-0.0
2021-12-14,2021-12-14,0.0,-0.0,-0.0
2021-12-15,2021-12-15,0.0,-0.0,-0.0
2021-12-16,2021-12-16,0.0,-0.0,-0.0
2021-12-17,2021-12-17,0.0,-0.0,-0.0
2021-12-20,2021-12-20,0.0,0.0,0.0
2021-12-21,2021-12-21,0.0,-0.0,-0.0
2021-12-22,2021-12-22,-15.0,-0.0,-0.0
2021-12-23,2021-12-23,-15.0,-339.6002197265625,-0.003396002197265625
2021-12-27,2021-12-27,-15.0,77.69989013671875,0.0007769989013671875
2021-12-28,2021-12-28,-15.0,-287.54974365234375,-0.0028754974365234375
2021-12-29,2021-12-29,0.0,-416.99981689453125,-0.004169998168945313
2021-12-30,2021-12-30,0.0,0.0,0.0
2021-12-31,2021-12-31,0.0,-0.0,-0.0
2022-01-03,2022-01-03,0.0,-0.0,-0.0
2022-01-04,2022-01-04,0.0,-0.0,-0.0
2022-01-05,2022-01-05,0.0,-0.0,-0.0
2022-01-06,2022-01-06,0.0,-0.0,-0.0
2022-01-07,2022-01-07,0.0,-0.0,-0.0
2022-01-10,2022-01-10,0.0,0.0,0.0
2022-01-11,2022-01-11,0.0,-0.0,-0.0
2022-01-12,2022-01-12,0.0,0.0,0.0
2022-01-13,2022-01-13,0.0,0.0,0.0
2022-01-14,2022-01-14,0.0,0.0,0.0
2022-01-18,2022-01-18,0.0,0.0,0.0
2022-01-19,2022-01-19,0.0,-0.0,-0.0
2022-01-20,2022-01-20,-18.0,-0.0,-0.0
2022-01-21,2022-01-21,-18.0,-159.8389892578125,-0.001598389892578125
2022-01-24,2022-01-24,-18.0,90.7196044921875,0.000907196044921875
2022-01-25,2022-01-25,0.0,164.340087890625,0.00164340087890625
2022-01-26,2022-01-26,0.0,-0.0,-0.0
2022-01-27,2022-01-27,0.0,-0.0,-0.0
2022-01-28,2022-01-28,0.0,-0.0,-0.0
2022-01-31,2022-01-31,-19.0,-0.0,-0.0
2022-02-01,2022-02-01,-19.0,-36.47967529296875,-0.0003647967529296875
2022-02-02,2022-02-02,-19.0,-203.87078857421875,-0.0020387078857421873
2022-02-03,2022-02-03,-19.0,383.2308349609375,0.003832308349609375
2022-02-04,2022-02-04,0.0,279.10888671875,0.0027910888671875
2022-02-07,2022-02-07,0.0,-0.0,-0.0
2022-02-08,2022-02-08,-18.0,-0.0,-0.0
2022-02-09,2022-02-09,-18.0,-144.53997802734375,-0.0014453997802734374
2022-02-10,2022-02-10,-18.0,123.840087890625,0.00123840087890625
2022-02-11,2022-02-11,-18.0,502.7398681640625,0.005027398681640625
2022-02-14,2022-02-14,0.0,-209.69989013671875,-0.0020969989013671876
2022-02-15,2022-02-15,0.0,-0.0,-0.0
2022-02-16,2022-02-16,-18.0,-0.0,-0.0
2022-02-17,2022-02-17,-18.0,31.31982421875,0.0003131982421875
2022-02-18,2022-02-18,-18.0,-150.11993408203125,-0.0015011993408203124
2022-02-22,2022-02-22,0.0,-558.0,-0.00558
2022-02-23,2022-02-23,0.0,0.0,0.0
2022-02-24,2022-02-24,0.0,-0.0,-0.0
2022-02-25,2022-02-25,-18.0,-0.0,-0.0
2022-02-28,2022-02-28,-18.0,242.1002197265625,0.002421002197265625
2022-03-01,2022-03-01,-18.0,-186.48028564453125,-0.0018648028564453125
2022-03-02,2022-03-02,-18.0,-274.85980224609375,-0.0027485980224609373
2022-03-03,2022-03-03,0.0,-548.1002197265625,-0.005481002197265625
2022-03-04,2022-03-04,0.0,-0.0,-0.0
2022-03-07,2022-03-07,0.0,-0.0,-0.0
2022-03-08,2022-03-08,0.0,-0.0,-0.0
2022-03-09,2022-03-09,0.0,0.0,0.0
2022-03-10,2022-03-10,-22.0,-0.0,-0.0
2022-03-11,2022-03-11,-22.0,541.639892578125,0.00541639892578125
2022-03-14,2022-03-14,-22.0,68.42034912109375,0.0006842034912109375
2022-03-15,2022-03-15,0.0,99.88018798828125,0.0009988018798828126
2022-03-16,2022-03-16,-23.0,-0.0,-0.0
2022-03-17,2022-03-17,-23.0,-609.269775390625,-0.00609269775390625
2022-03-18,2022-03-18,-23.0,-78.43008422851562,-0.0007843008422851563
2022-03-21,2022-03-21,-23.0,25.300140380859375,0.00025300140380859375
2022-03-22,2022-03-22,-20.0,241.269775390625,0.00241269775390625
2022-03-23,2022-03-23,-20.0,96.5997314453125,0.000965997314453125
2022-03-24,2022-03-24,-20.0,373.800048828125,0.00373800048828125
2022-03-25,2022-03-25,0.0,259.4000244140625,0.002594000244140625
2022-03-28,2022-03-28,0.0,-0.0,-0.0
2022-03-29,2022-03-29,-21.0,-0.0,-0.0
2022-03-30,2022-03-30,-21.0,-567.8395385742188,-0.0056783953857421875
2022-03-31,2022-03-31,-21.0,251.15982055664062,0.002511598205566406
2022-04-01,2022-04-01,-21.0,617.8196411132812,0.006178196411132812
2022-04-04,2022-04-04,0.0,474.18035888671875,0.004741803588867188
2022-04-05,2022-04-05,0.0,0.0,0.0
2022-04-06,2022-04-06,0.0,0.0,0.0
2022-04-07,2022-04-07,0.0,0.0,0.0
2022-04-08,2022-04-08,0.0,0.0,0.0
2022-04-11,2022-04-11,0.0,-0.0,-0.0
2022-04-12,2022-04-12,0.0,0.0,0.0
2022-04-13,2022-04-13,0.0,-0.0,-0.0
2022-04-14,2022-04-14,0.0,-0.0,-0.0
2022-04-18,2022-04-18,0.0,-0.0,-0.0
2022-04-19,2022-04-19,-22.0,0.0,0.0
2022-04-20,2022-04-20,-22.0,-416.6800537109375,-0.004166800537109375
2022-04-21,2022-04-21,-22.0,236.93975830078125,0.0023693975830078127
2022-04-22,2022-04-22,-22.0,135.74029541015625,0.0013574029541015625
2022-04-25,2022-04-25,0.0,-229.02008056640625,-0.0022902008056640624
2022-04-26,2022-04-26,0.0,-0.0,-0.0
2022-04-27,2022-04-27,0.0,-0.0,-0.0
2022-04-28,2022-04-28,0.0,-0.0,-0.0
2022-04-29,2022-04-29,0.0,0.0,0.0
2022-05-02,2022-05-02,0.0,-0.0,-0.0
2022-05-03,2022-05-03,-31.0,-0.0,-0.0
2022-05-04,2022-05-04,-31.0,107.25973510742188,0.0010725973510742187
2022-05-05,2022-05-05,-31.0,-331.07977294921875,-0.0033107977294921874
2022-05-06,2022-05-06,-31.0,219.78988647460938,0.002197898864746094
2022-05-09,2022-05-09,0.0,122.14007568359375,0.0012214007568359375
2022-05-10,2022-05-10,0.0,0.0,0.0
2022-05-11,2022-05-11,0.0,-0.0,-0.0
2022-05-12,2022-05-12,0.0,-0.0,-0.0
2022-05-13,2022-05-13,-36.0,-0.0,-0.0
2022-05-16,2022-05-16,-36.0,-298.439208984375,-0.00298439208984375
2022-05-17,2022-05-17,-36.0,272.159912109375,0.00272159912109375
2022-05-18,2022-05-18,-36.0,31.31982421875,0.0003131982421875
2022-05-19,2022-05-19,0.0,2007.7196044921875,0.020077196044921874
2022-05-20,2022-05-20,-34.0,-0.0,-0.0
2022-05-23,2022-05-23,-34.0,-644.9800415039062,-0.0064498004150390625
2022-05-24,2022-05-24,-34.0,267.24053955078125,0.0026724053955078124
2022-05-25,2022-05-25,-34.0,-335.58087158203125,-0.0033558087158203124
2022-05-26,2022-05-26,0.0,923.7804565429688,0.009237804565429688
2022-05-27,2022-05-27,0.0,-0.0,-0.0
2022-05-31,2022-05-31,-33.0,-0.0,-0.0
2022-06-01,2022-06-01,-33.0,357.3895568847656,0.003573895568847656
2022-06-02,2022-06-02,-33.0,66.66064453125,0.0006666064453125
2022-06-03,2022-06-03,-35.0,-112.86044311523438,-0.0011286044311523437
2022-06-06,2022-06-06,-35.0,-559.649658203125,-0.00559649658203125
2022-06-07,2022-06-07,-35.0,46.199188232421875,0.00046199188232421876
2022-06-08,2022-06-08,-35.0,-223.64944458007812,-0.002236494445800781
2022-06-09,2022-06-09,0.0,401.8003845214844,0.0040180038452148435
2022-06-10,2022-06-10,0.0,0.0,0.0
2022-06-13,2022-06-13,0.0,0.0,0.0
2022-06-14,2022-06-14,0.0,0.0,0.0
2022-06-15,2022-06-15,0.0,-0.0,-0.0
2022-06-16,2022-06-16,0.0,0.0,0.0
2022-06-17,2022-06-17,0.0,-0.0,-0.0
2022-06-21,2022-06-21,-40.0,0.0,0.0
2022-06-22,2022-06-22,-40.0,277.19970703125,0.0027719970703125
2022-06-23,2022-06-23,-40.0,498.800048828125,0.00498800048828125
2022-06-24,2022-06-24,-40.0,-787.999267578125,-0.00787999267578125
2022-06-27,2022-06-27,0.0,450.799560546875,0.00450799560546875
2022-06-28,2022-06-28,0.0,-0.0,-0.0
2022-06-29,2022-06-29,0.0,0.0,0.0
2022-06-30,2022-06-30,0.0,-0.0,-0.0
2022-07-01,2022-07-01,0.0,-0.0,-0.0
2022-07-05,2022-07-05,-39.0,-0.0,-0.0
2022-07-06,2022-07-06,-39.0,508.9501190185547,0.005089501190185547
2022-07-07,2022-07-07,-39.0,231.26971435546875,0.0023126971435546875
2022-07-08,2022-07-08,-39.0,-222.2998809814453,-0.0022229988098144532
2022-07-11,2022-07-11,0.0,544.4396667480469,0.005444396667480469
2022-07-12,2022-07-12,0.0,0.0,0.0
2022-07-13,2022-07-13,0.0,-0.0,-0.0
2022-07-14,2022-07-14,0.0,0.0,0.0
2022-07-15,2022-07-15,0.0,0.0,0.0
2022-07-18,2022-07-18,-37.0,0.0,0.0
2022-07-19,2022-07-19,-37.0,317.46006774902344,0.0031746006774902346
2022-07-20,2022-07-20,-37.0,305.25,0.0030525
2022-07-21,2022-07-21,-37.0,-8.509841918945312,-8.509841918945312e-05
2022-07-22,2022-07-22,0.0,202.7598419189453,0.002027598419189453
2022-07-25,2022-07-25,0.0,0.0,0.0
2022-07-26,2022-07-26,0.0,0.0,0.0
2022-07-27,2022-07-27,-36.0,-0.0,-0.0
2022-07-28,2022-07-28,-36.0,-363.60076904296875,-0.0036360076904296875
2022-07-29,2022-07-29,-36.0,-67.6790771484375,-0.000676790771484375
2022-08-01,2022-08-01,-36.0,433.43975830078125,0.004334397583007812
2022-08-02,2022-08-02,0.0,18.0,0.00018
2022-08-03,2022-08-03,0.0,0.0,0.0
2022-08-04,2022-08-04,-32.0,-0.0,-0.0
2022-08-05,2022-08-05,-32.0,-246.400390625,-0.00246400390625
2022-08-08,2022-08-08,-32.0,25.60009765625,0.0002560009765625
2022-08-09,2022-08-09,-32.0,-423.35986328125,-0.0042335986328125
2022-08-10,2022-08-10,0.0,-229.759765625,-0.00229759765625
2022-08-11,2022-08-11,-32.0,0.0,0.0
2022-08-12,2022-08-12,-32.0,587.51953125,0.0058751953125
2022-08-15,2022-08-15,-32.0,441.919921875,0.00441919921875
2022-08-16,2022-08-16,-32.0,6.72021484375,6.72021484375e-05
2022-08-17,2022-08-17,0.0,-343.99951171875,-0.0034399951171875
2022-08-18,2022-08-18,0.0,0.0,0.0
2022-08-19,2022-08-19,0.0,-0.0,-0.0
2022-08-22,2022-08-22,0.0,0.0,0.0
2022-08-23,2022-08-23,0.0,-0.0,-0.0
2022-08-24,2022-08-24,0.0,0.0,0.0
2022-08-25,2022-08-25,-36.0,0.0,0.0
2022-08-26,2022-08-26,-36.0,-5.7601318359375,-5.7601318359375e-05
2022-08-29,2022-08-29,-36.0,29.880615234375,0.00029880615234375
2022-08-30,2022-08-30,0.0,699.119384765625,0.00699119384765625
2022-08-31,2022-08-31,0.0,0.0,0.0
2022-09-01,2022-09-01,0.0,-0.0,-0.0
2022-09-02,2022-09-02,0.0,0.0,0.0
2022-09-06,2022-09-06,0.0,-0.0,-0.0
2022-09-07,2022-09-07,0.0,0.0,0.0
2022-09-08,2022-09-08,-38.0,-0.0,-0.0
2022-09-09,2022-09-09,-38.0,-152.0,-0.00152
2022-09-12,2022-09-12,-38.0,449.91986083984375,0.004499198608398438
2022-09-13,2022-09-13,-38.0,523.2607421875,0.005232607421875
2022-09-14,2022-09-14,0.0,145.15969848632812,0.0014515969848632813
2022-09-15,2022-09-15,-37.0,0.0,0.0
2022-09-16,2022-09-16,-37.0,-417.72918701171875,-0.004177291870117187
2022-09-19,2022-09-19,-37.0,759.9797515869141,0.007599797515869141
2022-09-20,2022-09-20,-37.0,165.01968383789062,0.0016501968383789063
2022-09-21,2022-09-21,0.0,48.47047424316406,0.0004847047424316406
2022-09-22,2022-09-22,0.0,-0.0,-0.0
2022-09-23,2022-09-23,0.0,0.0,0.0
2022-09-26,2022-09-26,-42.0,-0.0,-0.0
2022-09-27,2022-09-27,-42.0,231.83953857421875,0.0023183953857421873
2022-09-28,2022-09-28,-42.0,-459.8998718261719,-0.004598998718261719
2022-09-29,2022-09-29,-42.0,-309.119384765625,-0.00309119384765625
2022-09-30,2022-09-30,0.0,-244.0198974609375,-0.002440198974609375
2022-10-03,2022-10-03,0.0,0.0,0.0
2022-10-04,2022-10-04,-44.0,-0.0,-0.0
2022-10-05,2022-10-05,-44.0,14.07965087890625,0.0001407965087890625
2022-10-06,2022-10-06,-44.0,-231.43975830078125,-0.0023143975830078123
2022-10-07,2022-10-07,-44.0,131.11981201171875,0.0013111981201171874
2022-10-10,2022-10-10,0.0,212.52008056640625,0.0021252008056640626
2022-10-11,2022-10-11,0.0,-0.0,-0.0
2022-10-12,2022-10-12,0.0,-0.0,-0.0
2022-10-13,2022-10-13,0.0,-0.0,-0.0
2022-10-14,2022-10-14,-45.0,0.0,0.0
2022-10-17,2022-10-17,-45.0,125.54969787597656,0.0012554969787597656
2022-10-18,2022-10-18,-45.0,243.89991760253906,0.0024389991760253907
2022-10-19,2022-10-19,-45.0,95.3997802734375,0.000953997802734375
2022-10-20,2022-10-20,0.0,49.05052185058594,0.0004905052185058594
2022-10-21,2022-10-21,0.0,-0.0,-0.0
2022-10-24,2022-10-24,-47.0,0.0,0.0
2022-10-25,2022-10-25,-47.0,-670.6902008056641,-0.00670690200805664
2022-10-26,2022-10-26,-47.0,51.700286865234375,0.0005170028686523438
2022-10-27,2022-10-27,-47.0,303.1498565673828,0.003031498565673828
2022-10-28,2022-10-28,0.0,506.6599426269531,0.005066599426269532
2022-10-31,2022-10-31,-52.0,-0.0,-0.0
2022-11-01,2022-11-01,-52.0,-55.63958740234375,-0.0005563958740234375
2022-11-02,2022-11-02,-52.0,20.7996826171875,0.000207996826171875
2022-11-03,2022-11-03,-52.0,-221.51971435546875,-0.0022151971435546876
2022-11-04,2022-11-04,0.0,555.359619140625,0.00555359619140625
2022-11-07,2022-11-07,-54.0,0.0,0.0
2022-11-08,2022-11-08,-54.0,77.7601318359375,0.000777601318359375
2022-11-09,2022-11-09,-54.0,271.0802307128906,0.002710802307128906
2022-11-10,2022-11-10,-54.0,361.7998352050781,0.003617998352050781
2022-11-11,2022-11-11,-50.0,-507.0599670410156,-0.0050705996704101565
2022-11-14,2022-11-14,-50.0,-186.00006103515625,-0.0018600006103515626
2022-11-15,2022-11-15,-50.0,-329.49981689453125,-0.0032949981689453125
2022-11-16,2022-11-16,-50.0,-183.00018310546875,-0.0018300018310546875
2022-11-17,2022-11-17,0.0,2005.5000305175781,0.02005500030517578
2022-11-18,2022-11-18,0.0,0.0,0.0
2022-11-21,2022-11-21,0.0,0.0,0.0
2022-11-22,2022-11-22,0.0,-0.0,-0.0
2022-11-23,2022-11-23,0.0,-0.0,-0.0
2022-11-25,2022-11-25,0.0,-0.0,-0.0
2022-11-28,2022-11-28,0.0,0.0,0.0
2022-11-29,2022-11-29,0.0,0.0,0.0
2022-11-30,2022-11-30,0.0,-0.0,-0.0
2022-12-01,2022-12-01,-49.0,-0.0,-0.0
2022-12-02,2022-12-02,-49.0,-1073.0997009277344,-0.010730997009277344
2022-12-05,2022-12-05,-49.0,-1102.5,-0.011025
2022-12-06,2022-12-06,-49.0,423.8497009277344,0.004238497009277344
2022-12-07,2022-12-07,0.0,-126.90982055664062,-0.0012690982055664063
2022-12-08,2022-12-08,0.0,-0.0,-0.0
2022-12-09,2022-12-09,0.0,-0.0,-0.0
2022-12-12,2022-12-12,0.0,-0.0,-0.0
2022-12-13,2022-12-13,-48.0,-0.0,-0.0
2022-12-14,2022-12-14,-48.0,11.520263671875,0.00011520263671875
2022-12-15,2022-12-15,-48.0,-234.719970703125,-0.00234719970703125
2022-12-16,2022-12-16,-48.0,77.280029296875,0.00077280029296875
2022-12-19,2022-12-19,0.0,234.719970703125,0.00234719970703125
2022-12-20,2022-12-20,0.0,0.0,0.0
2022-12-21,2022-12-21,0.0,0.0,0.0
2022-12-22,2022-12-22,0.0,0.0,0.0
2022-12-23,2022-12-23,0.0,-0.0,-0.0
2022-12-27,2022-12-27,0.0,-0.0,-0.0
2022-12-28,2022-12-28,0.0,-0.0,-0.0
2022-12-29,2022-12-29,-46.0,0.0,0.0
2022-12-30,2022-12-30,-46.0,-143.980224609375,-0.00143980224609375
2023-01-03,2023-01-03,-46.0,75.90042114257812,0.0007590042114257813
2023-01-04,2023-01-04,-46.0,-285.1998596191406,-0.0028519985961914063
2023-01-05,2023-01-05,-44.0,-164.2203369140625,-0.001642203369140625
2023-01-06,2023-01-06,-44.0,121.88018798828125,0.0012188018798828125
2023-01-09,2023-01-09,-44.0,-271.0401611328125,-0.002710401611328125
2023-01-10,2023-01-10,-44.0,165.43975830078125,0.0016543975830078125
2023-01-11,2023-01-11,-41.0,-24.199462890625,-0.00024199462890625
2023-01-12,2023-01-12,-41.0,-81.59022521972656,-0.0008159022521972656
2023-01-13,2023-01-13,-41.0,-144.72994995117188,-0.0014472994995117186
2023-01-17,2023-01-17,-41.0,32.38972473144531,0.0003238972473144531
2023-01-18,2023-01-18,-39.0,-7.37969970703125,-7.37969970703125e-05
2023-01-19,2023-01-19,-39.0,-35.87992858886719,-0.00035879928588867187
2023-01-20,2023-01-20,-39.0,117.38978576660156,0.0011738978576660156
2023-01-23,2023-01-23,-40.0,-411.83990478515625,-0.004118399047851562
2023-01-24,2023-01-24,-40.0,49.6002197265625,0.000496002197265625
2023-01-25,2023-01-25,-40.0,-55.2001953125,-0.000552001953125
2023-01-26,2023-01-26,-40.0,-494.000244140625,-0.00494000244140625
2023-01-27,2023-01-27,-37.0,192.39990234375,0.0019239990234375
2023-01-30,2023-01-30,-37.0,-35.14988708496094,-0.0003514988708496094
2023-01-31,2023-01-31,-37.0,-255.29977416992188,-0.002552997741699219
2023-02-01,2023-02-01,-37.0,-169.46006774902344,-0.0016946006774902344
2023-02-02,2023-02-02,-29.0,-70.67013549804688,-0.0007067013549804687
2023-02-03,2023-02-03,-29.0,-41.17994689941406,-0.00041179946899414063
2023-02-06,2023-02-06,-29.0,-121.21978759765625,-0.0012121978759765625
2023-02-07,2023-02-07,0.0,-182.11996459960938,-0.0018211996459960938
2023-02-08,2023-02-08,0.0,0.0,0.0
2023-02-09,2023-02-09,0.0,-0.0,-0.0
2023-02-10,2023-02-10,0.0,0.0,0.0
2023-02-13,2023-02-13,0.0,0.0,0.0
2023-02-14,2023-02-14,-30.0,0.0,0.0
2023-02-15,2023-02-15,-30.0,16.500091552734375,0.00016500091552734374
2023-02-16,2023-02-16,-30.0,-326.1003112792969,-0.0032610031127929687
2023-02-17,2023-02-17,-30.0,-187.5,-0.001875
2023-02-21,2023-02-21,0.0,101.400146484375,0.00101400146484375
2023-02-22,2023-02-22,0.0,0.0,0.0
2023-02-23,2023-02-23,0.0,0.0,0.0
2023-02-24,2023-02-24,0.0,0.0,0.0
2023-02-27,2023-02-27,0.0,-0.0,-0.0
2023-02-28,2023-02-28,0.0,-0.0,-0.0
2023-03-01,2023-03-01,0.0,0.0,0.0
2023-03-02,2023-03-02,0.0,-0.0,-0.0
2023-03-03,2023-03-03,-30.0,-0.0,-0.0
2023-03-06,2023-03-06,-30.0,167.1002197265625,0.001671002197265625
2023-03-07,2023-03-07,-30.0,-283.5003662109375,-0.002835003662109375
2023-03-08,2023-03-08,-30.0,-187.79937744140625,-0.0018779937744140625
2023-03-09,2023-03-09,0.0,-206.10076904296875,-0.0020610076904296875
2023-03-10,2023-03-10,0.0,-0.0,-0.0
2023-03-13,2023-03-13,0.0,-0.0,-0.0
2023-03-14,2023-03-14,-30.0,-0.0,-0.0
2023-03-15,2023-03-15,-30.0,38.39996337890625,0.0003839996337890625
2023-03-16,2023-03-16,-30.0,-82.19970703125,-0.0008219970703125
2023-03-17,2023-03-17,-30.0,-24.6002197265625,-0.000246002197265625
2023-03-20,2023-03-20,0.0,49.19952392578125,0.0004919952392578125
2023-03-21,2023-03-21,0.0,0.0,0.0
2023-03-22,2023-03-22,0.0,-0.0,-0.0
2023-03-23,2023-03-23,0.0,0.0,0.0
2023-03-24,2023-03-24,0.0,0.0,0.0
2023-03-27,2023-03-27,0.0,0.0,0.0
2023-03-28,2023-03-28,0.0,-0.0,-0.0
2023-03-29,2023-03-29,0.0,-0.0,-0.0
2023-03-30,2023-03-30,0.0,-0.0,-0.0
2023-03-31,2023-03-31,-30.0,-0.0,-0.0
2023-04-03,2023-04-03,-30.0,-78.599853515625,-0.00078599853515625
2023-04-04,2023-04-04,-30.0,-160.50018310546875,-0.0016050018310546875
2023-04-05,2023-04-05,-30.0,77.69989013671875,0.0007769989013671875
2023-04-06,2023-04-06,0.0,-246.8994140625,-0.002468994140625
2023-04-10,2023-04-10,-29.0,-0.0,-0.0
2023-04-11,2023-04-11,-29.0,130.790283203125,0.00130790283203125
2023-04-12,2023-04-12,-29.0,-327.120849609375,-0.00327120849609375
2023-04-13,2023-04-13,-29.0,444.57049560546875,0.004445704956054688
2023-04-14,2023-04-14,-28.0,24.069610595703125,0.00024069610595703125
2023-04-17,2023-04-17,-28.0,133.8399658203125,0.001338399658203125
2023-04-18,2023-04-18,-28.0,21.0,0.00021
2023-04-19,2023-04-19,-28.0,18.4801025390625,0.000184801025390625
2023-04-20,2023-04-20,0.0,-25.759521484375,-0.00025759521484375
2023-04-21,2023-04-21,0.0,0.0,0.0
2023-04-24,2023-04-24,0.0,0.0,0.0
2023-04-25,2023-04-25,0.0,-0.0,-0.0
2023-04-26,2023-04-26,0.0,-0.0,-0.0
2023-04-27,2023-04-27,0.0,-0.0,-0.0
2023-04-28,2023-04-28,0.0,0.0,0.0
2023-05-01,2023-05-01,0.0,0.0,0.0
2023-05-02,2023-05-02,0.0,0.0,0.0
2023-05-03,2023-05-03,0.0,-0.0,-0.0
2023-05-04,2023-05-04,0.0,0.0,0.0
2023-05-05,2023-05-05,0.0,0.0,0.0
2023-05-08,2023-05-08,0.0,0.0,0.0
2023-05-09,2023-05-09,0.0,0.0,0.0
2023-05-10,2023-05-10,0.0,0.0,0.0
2023-05-11,2023-05-11,0.0,-0.0,-0.0
2023-05-12,2023-05-12,0.0,0.0,0.0
2023-05-15,2023-05-15,0.0,0.0,0.0
2023-05-16,2023-05-16,0.0,-0.0,-0.0
2023-05-17,2023-05-17,0.0,0.0,0.0
2023-05-18,2023-05-18,0.0,-0.0,-0.0
2023-05-19,2023-05-19,0.0,0.0,0.0
2023-05-22,2023-05-22,0.0,-0.0,-0.0
2023-05-23,2023-05-23,-32.0,-0.0,-0.0
2023-05-24,2023-05-24,-32.0,119.3603515625,0.001193603515625
2023-05-25,2023-05-25,-32.0,-32.0,-0.00032
2023-05-26,2023-05-26,-32.0,-304.9609375,-0.003049609375
2023-05-30,2023-05-30,0.0,242.240234375,0.00242240234375
2023-05-31,2023-05-31,0.0,-0.0,-0.0
2023-06-01,2023-06-01,-33.0,0.0,0.0
2023-06-02,2023-06-02,-33.0,302.9407653808594,0.0030294076538085937
2023-06-05,2023-06-05,-33.0,78.2098388671875,0.000782098388671875
2023-06-06,2023-06-06,-33.0,-117.81024169921875,-0.0011781024169921874
2023-06-07,2023-06-07,0.0,164.34036254882812,0.0016434036254882813
2023-06-08,2023-06-08,0.0,-0.0,-0.0
2023-06-09,2023-06-09,0.0,0.0,0.0
2023-06-12,2023-06-12,0.0,-0.0,-0.0
2023-06-13,2023-06-13,-31.0,0.0,0.0
2023-06-14,2023-06-14,-31.0,566.6799621582031,0.005666799621582032
2023-06-15,2023-06-15,-31.0,40.919281005859375,0.0004091928100585937
2023-06-16,2023-06-16,-31.0,35.6507568359375,0.000356507568359375
2023-06-20,2023-06-20,0.0,-164.61087036132812,-0.0016461087036132812
2023-06-21,2023-06-21,0.0,-0.0,-0.0
2023-06-22,2023-06-22,0.0,-0.0,-0.0
2023-06-23,2023-06-23,0.0,0.0,0.0
2023-06-26,2023-06-26,0.0,0.0,0.0
2023-06-27,2023-06-27,0.0,0.0,0.0
2023-06-28,2023-06-28,-28.0,-0.0,-0.0
2023-06-29,2023-06-29,-28.0,82.5994873046875,0.000825994873046875
2023-06-30,2023-06-30,-28.0,-140.8399658203125,-0.001408399658203125
2023-07-03,2023-07-03,-28.0,64.960205078125,0.00064960205078125
2023-07-05,2023-07-05,0.0,-191.8001708984375,-0.001918001708984375
2023-07-06,2023-07-06,0.0,0.0,0.0
2023-07-07,2023-07-07,0.0,0.0,0.0
2023-07-10,2023-07-10,0.0,0.0,0.0
2023-07-11,2023-07-11,-28.0,-0.0,-0.0
2023-07-12,2023-07-12,-28.0,-31.9195556640625,-0.000319195556640625
2023-07-13,2023-07-13,-28.0,20.1600341796875,0.000201600341796875
2023-07-14,2023-07-14,-28.0,-103.320068359375,-0.00103320068359375
2023-07-17,2023-07-17,0.0,155.960205078125,0.00155960205078125
2023-07-18,2023-07-18,0.0,0.0,0.0
2023-07-19,2023-07-19,0.0,0.0,0.0
2023-07-20,2023-07-20,0.0,0.0,0.0
2023-07-21,2023-07-21,0.0,-0.0,-0.0
2023-07-24,2023-07-24,0.0,0.0,0.0
2023-07-25,2023-07-25,0.0,-0.0,-0.0
2023-07-26,2023-07-26,0.0,-0.0,-0.0
2023-07-27,2023-07-27,-23.0,-0.0,-0.0
2023-07-28,2023-07-28,-23.0,31.7401123046875,0.000317401123046875
2023-07-31,2023-07-31,-23.0,-325.6800842285156,-0.0032568008422851564
2023-08-01,2023-08-01,-23.0,-147.19985961914062,-0.0014719985961914063
2023-08-02,2023-08-02,0.0,-172.5,-0.001725
